SentenceId,Phrase,Sentiment
5980,lrb frei rrb gives  man uses damage war  far warfare  create kind art shots gallery shows ,3
5981,entire  need scented bath ,0
5982,new  version alexandre dumas classic stuff high romance  brought considerable w ,3
5983,stands document felt  new yorker    human  weeks 911 ,3
5984,offensive  freddy got fingered  ,1
5985,plot grows soon  praying quick resolution ,1
5986,funny touching  gorgeously acted brish cast rival gosford park s ,4
5987,s single jumpinyourseat moment believe  jason actually takes backseat  special effects ,0
5988,elegantly crafted emotionally cold  puzzle intricate construction admire difficult connect deeper level ,1
5989,rare combination bad wring  bad direction bad acting  trifecta badness ,0
5990,hook overlong wellacted  cred wrerproducerdirector adam watstein finishing ,1
5991,occasionally interesting repetive look slice counterculture best forgotten ,1
5992,affiny characters ,0
5993,perfect example rancid  wellintentioned  shamelessly manipulative  making ,1
5994, quietly introspective portra selfesteem employment shame losing job ,3
5995,handsome slightly awkward combination entertainment evangelical boosterism ,2
5996,telling ordinary  cast allstar reunions fans gosford park come assume day br cinema ,3
5997,barely ,2
5998, complete shambles  sloppy  uneven  damn unpleasant ca nt believe viewer  young old    ,0
5999,devotees star trek ii  wrath khan feel nagging sense deja vu  grandeur best generation episodes lacking ,1
6000,campy work straight drama violent sordid function comedy  vulgar  truly thankfully  oneofakind work ,1
6001,gets bogged overly sillified plot stopandstart pacing ,1
6002,theological matters aside   clumsily senntal ineptly directed leave speaking tongues ,1
6003,comes  misdemeanor  flat  unconvincing drama catches ,1
6004,offers laughs insight toughest ages kid ,3
6005,best lrb funny sequences rrb looking leonard reminds comically subversive silence ,2
6006,picture nt know s comedy ,2
6007,armenian genocide deserves engaged honest treatment ,2
6008,scene supposedly funny  falls floor sickening thud ,1
6009,words reign ,2
6010,deem necessary document emotional misery ,1
6011,firstclass road  proves run a home  ego problems ,4
6012, told oncamera interviews survivors  riveting memories rendered clary s happened yesterday ,4
6013,ends  fails endeavors ,0
6014,comingofage  hollywood nt guts ,4
6015,tennessee williams  oprah s book club ,2
6016,brain twister   funny weird medation hollywood  success  artistic integry intellectual bankruptcy ,2
6017,wraps guise dark quirky comedy  nt quirky s comedy generally meanspired ,2
6018,excing action s come china recent years ,4
6019,wellacted  simply nt gel ,2
6020,real snooze ,0
6021,s started great premise fell apart ,0
6022,success undercover brother abily spoof black whe stereotypes equally ,3
6023,plot b skinny  s panic room interested sucking  making sweat ,3
6024,kind  want bang head seat  cluelessness  idiocy  utterly misplaced earnestness ,0
6025, boasts dry humor jarring shocks  plus moments breathtaking mystery ,4
6026,el crimen del padre amaro ly effective tool rally anticatholic protestors ,1
6027, salaciously simplistic ,2
6028,fanciful drama napoleon s years surprising discovery love humily ,4
6029,excellent performances jacqueline bisset martha plimpton grace deeply touching melodrama ,4
6030, s thoroughly recycled plot tiresome jokes  drag  ,1
6031,expectations ,0
6032,essentially awkward version lightweight female empowerment picture ve ing decades,1
6033,schmidt belongs nicholson ,3
6034,marks interesting wrerdirectors working today ,3
6035,approached usher said s  ask raise ,0
6036,best  occurs  michael moore s bowling columbine rekindles muckraking  soulsearching spir  sick society  ,3
6037,casting von sydow  intacto s luckiest stroke ,3
6038,cruelly funny twist teen comedy packed inventive cinematic tricks ironically killer soundtrack,3
6039,lrb caine rrb proves nt lost touch  bringing superb performance admtedly middling  ,3
6040,crisp psychological drama lrb rrb fascinating ltle thriller perfect old  twilight zone  episode ,3
6041, son bride exercise trying predict preordained  big moment  occur   ,1
6042,s hard care  proposes epic tragedy plight callow rich boy forced choose beautiful  selfsatisfied 22yearold girlfriend equally beautiful  selfsatisfied 18yearold mistress ,1
6043,adm  hate  ,2
6044,s crammed scenes vistas pretty moments s left crucial things   character development coherence ,1
6045,ozpetek joins ranks gay makers emigre experience explore samesex culture s elude nationally settled ,2
6046,director s substantial feature  ,3
6047,better understand nt connect require viewing  wo nt sting  commentary ,0
6048,vibrantly colored beautifully designed  metropolis feast eyes ,4
6049,deuces wild encyclopedia cliches shoplifts shamelessly farewelltoinnocence s  wanderers bronx tale cribbing intelligence ,1
6050,ai nt  problem ,2
6051,chomp chomp ,2
6052,louiso lets  dawdle classic disaffectedindie mode  brother hoffman s script stumbles lateinning twist nt sense ,1
6053,nt flee  seduced ,2
6054,oedekerk mugs mercilessly  genuinely funny jokes far ,0
6055,forget psychology 101 study romantic obsession  procession costumes castles wo nt  bore ,1
6056,allen shows outgag young whippersnappers making moving pictures today ,3
6057,pleasure read lips  seeing series perfect black pearls clicking form string ,4
6058,disney follows standard formula animated adventure  feels forced usual ,1
6059,irwins  scenes fascinating   cheap junk insult deathdefying efforts ,0
6060,increasingly farfetched events first wrerdirector neil burger follows terribly convincing  py  considering barry s terrific performance ,2
6061,turns  home ,3
6062,killed father art house s makes feel  re ing iceberg melt  melts ,2
6063,s actress  singer ,2
6064,complex  sinuously plotted   offputtingly cold ,1
6065,certain cues   happy music  suggest  supposed warm hearts  jeonghyang lee s  ly blacken organ cold vengefulness ,2
6066,fails making character understandable  getting skin  exploring motivation  end   grows dull characters  fate hard care ,0
6067,plenty laughs ,3
6068,narc menace atmosphere ,1
6069,laughs ,1
6070,paul bettany cool ,3
6071, light sugary macy s thanksgiving day parade balloon  extra heavyduty ropes needed floating a ,2
6072,personal velocy nofrills docudogma plainness  miller lingers invisible  nearly psychic nuances  leaping digressions memory desire ,2
6073,merry friggin  christmas ,2
6074,screenplay comes  unintentionally  hiphop scoobydoo ,2
6075,judd s characters ought pick durable best seller smart women  foolish choices advice ,1
6076,saigon 1952 uneasy mix sensual delights simmering violence  quiet american brings right center world ,3
6077, lovely amazing   unhappily   excessively strained contrived ,2
6078, skins heart right place,2
6079,script mainstream psychology textbook intrigue ,1
6080,jarecki gibney material bring kissinger s record question explain diplomat s tweaked version statecraft cost thousands possibly millions lives ,2
6081,quirky comedy set newfoundland cleverly captures dry w s prevalent rock ,3
6082,bubbles john c walsh s pipe dream distinct welcome sense ing intelligent  making  actually want  ,3
6083,nt want cops ,2
6084,canny  derivative  wildly gruesome portra lon sociopath s scariest sadists ,2
6085,genuinely moving wisely unsenntal drama ,4
6086,d  america plucky brish eccentrics hearts gold ,2
6087,collateral damage,2
6088,truth charlie s brazenly misguided project ,1
6089,inventive silliness ly wness  theatre  ,3
6090,s tommy s job clean peep booths surrounding  viewing  ll feel  mopping  ,1
6091, ultimately takes hold grips hard ,4
6092,despe predictable parent vs child comingofage theme  firstclass  natural acting look  real americans  charmer ,4
6093,wholly unnecessary addion growing  moldering pile   extreme stunt pictures ,0
6094,bound appeal women looking howlingly trashy  ,3
6095,boisterous  heartfelt comedy ,4
6096,redeeming feature chan s s action  stunts tuxedo tired  s worse  routine ,1
6097,plays  bigbudget  afterschool special generous cast  s lift material wellmeaning clunkiness ,2
6098,vistas sweeping acting far painful ,2
6099,gratingly unfunny groaner ltered zerodimensional  unlikable characters hackneyed  threadbare comic setups ,0
6100,s hard imagine director making wife look bad major  ,0
6101,nair nt use lrb monsoon wedding rrb lament loss culture ,2
6102,comes brave  uninhibed performances lead actors ,4
6103, d recommend waing dvd skipping straight scenes ,1
6104,s h scene know s going trip ,3
6105,s scariest guy ll summer ,3
6106, falls victim frazzled wackiness frayed satire ,2
6107,kind subject matter easily fumbled lesser maker  ayres makes right choices turn ,3
6108,christmas future lot baby boomers ,3
6109, viewers wish  queen   damned  ,1
6110,come close excing ,1
6111,theater expecting scary  actionpacked chiller  soon looking sign ,1
6112,gone straight video ,0
6113,classic cinema served heart humor,4
6114,s missing  wow  factor ,1
6115,annoying thing cletis tout ,2
6116,clear s trying  doubt interesting ,0
6117,lacks dramatic punch depth ,1
6118,instead building laugh riot left handful disparate funny moments real consequence ,1
6119, emerges elements romance  tragedy silent comedy ,3
6120,quting delivers suckerpunch  impact greater beause director zhang s   cuddly shower  nonthreatening multicharacter piece centered public bath house ,2
6121, loved sight  important  love remembrance ,4
6122,kids delighted fast  funny  touching  ,4
6123,embarrassment ,0
6124,byler savvy maker let morph typical romantic triangle ,3
6125, empire  lacks depth makes heart ,3
6126,sensive ensemble performances  period reconstruction add moving tragedy buoyant human moments ,4
6127,remake  s pale imation ,0
6128,fessenden nurtured metaphors expense narrative  display original talent ,3
6129,frida nt different hollywood romance ,1
6130,actionadventure  spacebased homage robert louis stevenson s treasure island fires plasma condus ,3
6131,coppola s directorial debut incredibly layered stylistic   despe fairly slow paced  humdrum approach character development  manages decent attempt meaningful cinema ,3
6132,grand tour 300 years russian cultural identy stunning technical achievement ,4
6133,unintelligible  poorly acted  brainslappingly bad  harvard man ludicrous cult classic ,2
6134,animation game phenomenon peaked years ago actually dying slow death  poor qualy pokemon 4 indication ,0
6135,bad  s  live style ,1
6136,sex ironically ltle   lame try evade responsibilies   leave large dog toddler ,1
6137, intent ,1
6138, central  brendan behan bisexual sweetheart took drink ,2
6139,director david fincher wrer david koepp ca nt sustain ,1
6140,know outcome  seesawing general s fate arguments competing lawyers stomachknotting suspense legal thriller  testimony wnesses lends  resonant undertone tragedy ,3
6141,succeed merrily noble endeavor ,3
6142,immensely entertaining look unsung heroes 20th century pop music ,4
6143,predictably  fact ,1
6144,gangs  despe gravy subject matter  fun   spaghetti western ,2
6145,s 51 s better ,2
6146,s surprisingly harmless ,3
6147,shocked discover seinfeld s real life boring ,2
6148,splendid entertainments emerge french  industry years ,4
6149, traces mr brown s athletic explos  impossible awed power grace greatest natural sportsmen modern s ,4
6150, director chris columbus takes hatinhand approach rowling stifles creativy allows  drag nearly hours ,1
6151,end   feels homogenized b contrived  re looking tattered ugly past rosetinted glasses ,1
6152,apparently  romantic comedy fresh point view nt figure present hollywood program ,0
6153,s hard imagine recent   independent  makes mess ,0
6154,solid cast  assured direction complete lack modern day irony ,3
6155, kind entertainment parents love kids ,4
6156,charly comes emotionally manipulative sadly imative innumerable past love  derisions ,1
6157,pool drowned boredom ,1
6158,despe fact  nt bad thought going  s  ,0
6159,spy kids 2 happens rary sequels  actually improves original h  ,4
6160, abc africa treated docile  wordless ethnographic extras ,2
6161,maggie g makes amazing breakthrough starring role eats screen ,4
6162,wellwrten wellacted ,4
6163,fascinating look israel ferment feels immediate latest news footage gaza  heightened  wellshaped dramas  twice powerful ,4
6164,decades mr nachtwey traveled places world devastated war  famine poverty documented cruelty suffering devastating  eloquent clary ,3
6165,nice piece work ,3
6166,turturro fabulously funny  sneaky  butler excels art impossible disappearingreappearing acts,4
6167,confluence kiddie entertainment  sophisticated w symbolic graphic design ,3
6168,mark mr twohy s emergence mainstream  promise remains undiminished ,3
6169,satisfyingly odd intriguing tale century half ago  delightfully dour  deadpan tone stylistic consistency ,4
6170,jacobi  fluent actors  given relatively dry material nijinsky s wrings perform  visuals  erotically frank ones  dullingly repetive ,1
6171,appreciated smartly wrten motion picture   flaws igby goes possess  undeniably ,3
6172, juwanna mann  ,2
6173,knows  works direction kevin reynolds ,3
6174,yawnprovoking ltle farm melodrama ,0
6175,script s judgment sense weight    ,0
6176,solid making convincing characters makes high water mark genre ,4
6177,shamelessly resorting peerelated sight gags cause tom green grimace   myer s energy silliness eventually prevail,2
6178,murderous maids lot going  brilliant performances testud  parmentier ,3
6179,results  memorable  interesting ,2
6180, generically  forgettably pleasant start finish ,2
6181,uninvolving  bloodwork nt terrible   stultifyingly obvious  unrewarding collar murder mystery ,1
6182,franco excellent choice walledoff combustible hustler  transcendent performance sonny needs overcome gaps character development  logic ,0
6183,suffice seeing  imax form  ll acquainted tiniest details tom hanks  face wife ,2
6184,nt  especially moral sense ,2
6185,hallmark  increasingly important  industry worth look ,3
6186,w  energy genialy fanatical adherents   know subject  re interested ,3
6187,left  awful acts commted  overwhelming sadness feels  bloodstream ,3
6188,lrb lee rrb treats audience  jim brown treats women  dumb  credulous  unassuming  subordinate subjects ,0
6189, originaly  life  distance pack paintbynumber romantic comedies end cinema screens ,3
6190,featurelength  rrated  roadtrip version mama s family ,2
6191,disjointed mess flows naturally jolie s hideous yellow  ,0
6192,jackson nt succeed integrating characters foreground extraordinarily rich landscape  said imaginative maker forest trees ,3
6193,terrific b   fact  best recent memory ,4
6194, manages greatness hue drastic iconography ,3
6195,slambang superheroics kinetic engross antsy youngsters ,4
6196,firmly believe  video game  going soon ,3
6197,bear laughter ,3
6198,worst s 2002 ,0
6199,needed ltle blingbling lot romance ,1
6200,solondz s thirst controversy  sketchy characters immature provocations fully succeed cheapening ,1
6201, threering circus  stories aplenty  memorable ,1
6202,entertaining romp robert rodriguez ,3
6203,family  contains hefty thematic material   death  eterny  needed live rich life ,3
6204,s masterpiece ,4
6205,trying decide annoyed god great  m  realized nt care ,0
6206,ing spired a  ing eastern imagination explode ,2
6207,entire point shaggy dog   course  goes  classic nowheresville sense ,1
6208,lrb rrb smarter funnier version old police academy flicks ,3
6209,tells  flat manner leaves impression gotten ,2
6210,merchandisedtothemax s type   appears gone recruing right bands playlist costuming stars script  handful smart jokes ,1
6211,foster breathes life roll bland run ,3
6212,families interact surprise ,2
6213,b s  enjoy certain level forget ,3
6214,trouble day success sense  s hard   cold dead ,1
6215,schneider s mugging relentless constant need suddenly transpose character undermines  s continuy progression ,2
6216,makes worth trip theatre ,3
6217, probably wo nt swinging trees hooting s praises  s definely worth taking look ,3
6218,gentle engrossing character study ,3
6219,denver look triumphant performances vanessa redgrave s career ,2
6220, butterfingered  word bigfisted direction jez butterworth  manages blast smallest sensivies romance clamorous approach ,1
6221,caruso descends subtarantino cuteness  makes sure salton sea works   noir  keeping tight nasty ,3
6222, bettany strut stuff ,2
6223,despe faults  gangs excels spectacle pacing ,3
6224,remarkable lrb frustrating rrb thing world traveler  opens today manhattan  protagonist  object intense scrutiny 104 minutes  remains complete blank ,2
6225,mr koshashvili director  ,4
6226,endearing cast  wrerdirector dover kosashvili takes slightly dark look relationships  sexual kindred ,3
6227,cube s charisma chemistry compensate corniness cliche ,2
6228,s unusual  thoughtful biodrama rich subject fantastic moments scenes ,2
6229,living testament power eccentric strange ,3
6230,s technically sumptuous wildly alive ,4
6232,s compelling horrifying   laramie project worthwhile reminding sort thing  fact  happen america ,4
6233, favors scientific spectacular lrb visually speaking rrb ,2
6234,life affirming heartbreaking  sweet decay factor  funny sad ,3
6235, explosive  sticks wet ,2
6236,jackass vulgar cheaplooking version candid camera staged marquis sade set ,0
6237,rapidly develops gutwrenching examination  cultural differences emotional expectations collide ,3
6238,attal s hangups surrounding infidely oldfashioned  dare  outdated  s wonder nt brought fresher proceedings simply accident ,1
6239,haunting  fence  conclusion  hear ultimate fate girls realize  dismay  happen ,4
6240,d check s straight twin peaks action ,3
6241,real world,2
6242,original highly cerebral examination psychopathic mind,3
6243,solace  entertainment value  merely fierce lesson making ,1
6244,earnest wellmeaning  stocked talent  forget sheer  ponderous awfulness script ,2
6245,wife s plotting special  s delivery matters ,2
6246,ly decades life classic  franchise ,3
6247,shot ltle style  skins heartfelt achingly real ,3
6248,s captured chaos urban conflagration fury  audience members leave feeling shaken nesbt s cooper looks bullets stop flying ,3
6249,modicum patience characters  foibles less unique perspective ,3
6250,unflinching  complex portra modern israel rarely  onscreen ,3
6251,efteriades gives neighborhood  scenery  vibe  cinematic equivalent big  tender hug ,3
6252,pretends expose life male hustlers  s exploive insightful ,1
6253,egoyan s work elegantly considers levels realy uses shifting points view  constructed  labyrinthine defeats larger purpose ,2
6254,thoughtful ,4
6255,kung pow  futile concoction developed hastily oedekerk fellow makers got crashing college keg party ,0
6256,thing works level whatsoever ,0
6257,shiri action  delivers promise excement  strong dramatic emotional pull gradually sneaks audience ,3
6258,properly spooky  power spirs influence believe ,3
6259,comingofage  cautionary parable  perfectly rendered period piece ,4
6260,birthday girl nt try surprise plot twists  enjoy transparency ,3
6261,scenes look training dedication goes worldclass fencer champion s difference nyc innercy youth ,2
6262,s vintage spielberg  finally  minimally satisfying ,2
6263,  comes remind bad motion picture truly ,0
6264,raimi team nt better bringing  spiderman big screen ,4
6265,want money ,0
6266,s unfortunate wallace  wrote gibson s braveheart recent pearl harbor  irrepressible passion sappy suations dialogue ,1
6267,mistakenidenty picture culture referential final product ghost ,1
6268,forceful drama alienated executive reinvents ,3
6269,s kind sad   energy turkey ,1
6270,charlize chases kevin gun ,2
6271,woodman directly influenced girlmeetsgirl love   reassuring makers actually understand allen s romantic comedies pertinent enduring ,3
6272,cuba ing jr valiantly mugs  snow dogs  boisterous energy fails spark leaden comedy ,1
6273,earnest curiously tepid choppy recycling predictabily winner ,1
6274, makes strong arguments social status america s indigenous   exists try eke emotional tug heart  fails ,2
6275,spreads  leaving actors  members commune  short profound characterizations,0
6276,completely spooky piece business gets skin  plot blips aside  stays duration ,3
6277, martin lawrence live  selfpying  expected collection taken comedian end ,0
6278,entertaining  somewhat standardized  action  ,3
6279,affect kurds  wore ,1
6280,ken russell love ,3
6281,thumbs ,0
6282,bang ,2
6283, suffers fatal ailments  dearth valy  s shapeless uninflected ,0
6284,dover kosashvili s feature directing debut  looks awful lot  life  grty  awkward ironic ,2
6285,trials henry kissinger remarkable piece making  ,4
6286,deserves place honor nanook landmark  hi ,3
6287, best godard s s  visually ravishing  penetrating  impenetrable ,4
6288, s improbable feat ,1
6289,puts rest thought german  industry delightful comedy centering food ,4
6290,comes  bad imation bard ,1
6291,great cast wonderful confusing flashback  growing dysfunctional family ,3
6292,stealing harvard dip wallet  swipe 90 minutes   offer precisely recompense  early laughs scattered plot repetious ,0
6293,rousing success blinding embarrassment ,2
6294,heroic tale persistence sure win viewers  hearts ,4
6295,best herzog  unmistakably herzog ,2
6296,mood  ,1
6297,infinely wtier version home formula ,3
6298, s appeal lot casting juliette binoche sand  brings role pale  dark beauty characteristic warmth ,3
6299,result depressing liberating  s boring ,2
6300,lacks utter authory genre gem  s certain robustness engaging mix love bloodletting ,3
6301, bad quickly enters pantheon wreckage includes battlefield earth showgirls ,0
6302,script falls triedandtrue shenanigans hardly distinguish teen comedy ,0
6303,ms seigner mr serrault bring fresh  unforced naturalism characters ,4
6304,admirers director abel ferrara relieved latest feature  r xmas  marks modest encouraging return form ,4
6305,wty  contemplative  sublimely beautiful ,4
6306,passions  obsessions  loneliest dark spots pushed virtuous lims  lending narrative unusually surreal tone ,3
6307,chance splendid actors turn larky chase  emotionally satisfying exploration human need somebody  belong somebody ,4
6308, influential works  korean new wave  ,4
6309,best drug addion s usually depressing rewarding ,2
6310,undoubtedly scariest  tattoos ,3
6311, thing   thing  extreme ops s inane gave plenty  ponder thanksgiving todo list ,2
6312,characters act feelings remorse  cut repeatedly flashback original rape  overkill highest degree ,2
6313,george clooney  directorial effort  presents utterly ridiculous shaggy dog  creative  energetic original comedies h screen years ,3
6314,alas  getting half ,0
6315,nt retooled genre piece  tale guy gun  amiably idiosyncratic work ,2
6316,s sweet ,3
6317,need  praises female selfsacrifice ,1
6318,prepared cling edge seat  tense suspense ,4
6319,somewhat backhanded compliment  makes viewer feel   s victimized audience members  happens  s admirable qualy,3
6320, work addictive guilty pleasure material overcomes questionable satirical ambivalence ,1
6321,deuces wild tweaked notch camp adventure  s s bad starts  ,2
6322,engrossing iranian  inerant teachers lost desolate  encounter place war savaged lives liberties poor dispossessed ,3
6323,tumult  question comes mind  boring ,1
6324,genes ,2
6325,scenes short unexpected ,2
6326,animation increasingly emphasizes cool   takes stand favor tradion warmth ,3
6327, smart entirely charming intent execution ,3
6328,rare  reallife basis  fact  interesting embellishment needed ,3
6329,powerful telling  examines forbidden love  racial tension  issues valid today 1950s ,4
6330,superb  huppert  magnificent ,4
6331,divine secrets yaya sisterhood suffers ploddingly melodramatic structure  comes life performances ,1
6332,devolves derivative  leaning badlyrendered cgi effects ,1
6333,summer overrun s dominated cgi aliens super heroes  revigorates mind feature concentrates   project script characters hold s ,4
6334,unexpected thing dying  shower blackandwhe psychedelia  beautiful ,3
6335,bad  ,0
6336,s  ends truckzilla  cryin  loud ,1
6337,episode ii  attack clones technological exercise lacks juice delight ,1
6338,s 20 years 48 hrs ,2
6339,s entertaining  nt look hefty antiestablishment message essentially whipcrack buddy  ends whimper ,2
6340,bright  inventive  thoroughly winning flight revisionist fancy ,3
6341,s art  s  yarn  sneeze days ,3
6342,closetosolid espionage thriller misfortune released decades late ,2
6343,s harmless  diverting fluff ,2
6344,s hoot ing rock chomp jumbo ants  pull arrow  leap unscathed raging ,4
6345,scherfig  wrerdirector   unabashedly hopeful actually makes heart soar ,4
6346,cinematic pratfalls given working ,2
6347,talk darned assured  absolutely idea main characters    s hard stop ing ,3
6348,miraculous   m going home slight  overflows wisdom emotion ,4
6349,wang xiaoshuai directs intricately structured wellrealized drama presents fascinating glimpse urban life class warfare embroils young men ,3
6350,nohe decent  intro  documentary  feels  spectator participant ,1
6351,thrillers send audiences talking specific scary scenes startling moments   frailty  leaves terrifying message real horror waing home ,3
6352,pain  loneliness insecury screenwring process vividly painfully brought slovenly life selfdeprecating  bing wty feature wrten charlie kaufman twin brother  ald  directed spike jonze ,3
6353,imagine susan sontag falling love howard stern ,1
6354,sexy romantic ,4
6355,feeble tootsie knockoff ,1
6356,s supposed postfeminist breezy ends tedious chatter parrots raised oprah ,0
6357,blade ii brilliant director charismatic star  suffers rampant vampire devaluation ,2
6359,finds going pleasures tiny events person lived life halfasleep suddenly wake notice ,3
6360,releasing  word  dog  tle january lends easy jokes insults  snow dogs deserves single ,1
6361,love scenes end screaming ,1
6362, moments  ultimately  curmudgeon nt cut placed list favores ,2
6363,riveting performances incredibly flexible cast love joy behold ,4
6364,s undeniable enjoyment s crammed  references  fun wears   s happening ,3
6365,punch  prison bars  fights struggle man vs man brotherman vs man ,2
6366,personal velocy ought exploring women s inner lives  moves surfaces ,2
6367,work  love stories require emotional involvement support viewer ,2
6368,adams  scriptwrers  takes care characters  believable feel feel ,4
6369, gets close chimps  all  minded patience  respect affection ,3
6370,gets  natured warning  future lizard endeavors need adhere closely laws laughter,1
6371, blade runner  ve looked  lowbudget series uhf channel ,1
6372,s  idea buried inside fabric  clearly  felt ,1
6373,  solid pedigree  specifically  camera ,3
6374,serving sara long  reaches level crudy latest austin powers extravaganza  s match  s intermtent moments inspiration ,2
6375,simultaneously heartbreaking funny  kiss performances ,3
6376, passes  s  absurd finale twisted metal  fireballs revenge ,1
6377,s tour force  wrten directed quietly s implosion explosion fear ,2
6378,brought life big screen ,3
6379,inexpressible drab wannabe looking exact niche ,1
6380, surprise ending revealed  revived ,1
6381, sparkles wisdom humor subjects ,4
6382, hokey piece nonsense tries hard emotional ,0
6383,wrong reasons ,1
6384,alas  s man makes clothes ,3
6385,janice  eileen walsh  engaging  wideeyed actress teeth ltle big mouth  infuses  slender  glinting charm ,3
6386,quiet  adult stately contemporary  year  true study   questioning heart mind nt afraid adm nt answers ,3
6387,cinematically powerful quietly deeply moving  powerful ,2
6388,s memorable circu s shot digal video  tiny camera enables shafer navigate spaces large  small  considerable aplomb ,3
6389,best garcia  perfectly portrays desperation insecure man ,4
6390,mr clooney  mr kaufman collaborators entled deep bow fashioning engrossing entertainment surefire prescription crical commercial disaster ,3
6391,remarkably insightful look backstage angst standup comic ,4
6392,wewannour money  actually ,1
6393,mood  look tone  f incredible line t,3
6394,ayurveda help return sane regimen eating  sleeping stressreducing contemplation  clearly  thing ,3
6395,gangster  capacy surprise ,3
6396,deserving crical backlash ,1
6397,share arresting images ,2
6398,starts tart ltle lemon drop  ends bter pill ,1
6399,s lot tooth roger dodger ,3
6400,starting original  instead slapping extreme humor grossout gags old crap ,2
6401,certain distasteful children adults a  crazy nights total misfire ,0
6402,director jay russell weighs capricious fairytale heavy sennt lightweight meaning ,0
6403,mckay embarrassed invention tries rush intermediary passages  apparently hoping audience notice glaring treness plot device service ,0
6404,ca nt shake feeling crossroads hourandahalflong commercial brney s latest album ,0
6405,mantra project  s kids  flick  ,1
6406,shocking ultimately worthwhile exploration motherhood desperate mothers ,4
6407,exhibs shallow sensationalism characteristic soap opera  salacious telenovela drama ,1
6408,charming slight tale warmth  w interesting characters compassionately portrayed ,3
6409,shame stealing harvard busy getting  frustrating  boring  forgettable ,0
6410,ll feel  ate reeses peanut butter  ,1
6411,s oftencute  needs substance  judicious eding ,2
6412,latest installment horror  franchise apparently invulnerable trademark villain arrived incongruous summer playoff  demonstrating era intelligent  wellmade b  long gone ,1
6413,s d want  week live ,0
6414,wasted  deniro s promising career grand long beach boardwalk ,1
6415,inu masterpiece goosebumps uncanny tale love  communal discord  justice unfolds ,4
6416, appears running hyper reverse truly funny bs apart ,1
6417, bogus characters tissuethin ,0
6418,ponderous  plodding soap opera disguised feature  ,1
6419,casual goers stumble rules expecting slice american pie hijinks starring kid dawson s creek  ll probably run screaming ,1
6420,nt allowed use word  new  tle  s original character  siuation joke entire  ,0
6421,totally overwrought  deeply biased  wholly designed feel guilty ignoring makers clearly believe greatest musicians  ,0
6422,stunning   oneofakind tour force ,4
6423,s wise powerful tale race culture forcefully told  superb performances ,4
6424,s entertaining   effects  boosted size downtown hotel  outer space ,3
6425,1950s scifi s  signs tribute shyamalan s gifts  ll ing skies project ,3
6426,instead wty expose banaly hypocrisy kidvid  ugly  meanspired lashing adult s apparently forced kids  barney videos ,1
6427,technical triumph extraordinary bore ,1
6428,s quaid anchors  effortless performance trademark grin  perfect ballplayer ,4
6429,making tragedy backdrop love  risks trivializing  chouraqui doubt intended  affirm love s power help  endure unimaginable horror ,3
6430,instead contriving climactic hero s death belovedmajor  characterwhoshall  remainnameless  inve genuine spontaney  having evil aliens  laser guns actually h ,1
6431,mel gibson fights  fight vietnam director randall wallace s flagwaving war flick core decency ,3
6432,barry convinces s dangerous  secretly unhinged guy easily killed president feel powerful ,4
6433,spiderman deliver  suspect deliver ,4
6434,farcical sour ,1
6435,s burns  visuals  characters punchy dialogue  plot  carry downtown ,3
6436,kapur s contradictory feelings material result  works ,1
6437,problem  amazingly  screenplay ,1
6438,tom shadyac learned b craft directing adams  lingers point slowest viewer grasps ,2
6439,isabelle huppert excels enigmatic mika anna mouglalis stunning new young talent chabrol s intense psychological mysteries ,4
6440,production values highest performances attractive memorable ,3
6441,nair s attention creates impeccable sense place  thurman lewis easily considered careerbest performances ,4
6442,  original  memorable  downtown saturday matinee brain candy  nt disappoint ,3
6443,completely awful iranian drama  fun grouchy ayatollah cold mosque ,0
6444,turns fanciful  grisly engagingly quixotic ,3
6445,revelatory truly edgy  merely crassly flamboyant comedically labored ,0
6446,s fatale  outside stylish surprises  s ok ,2
6447, nearly terminal case cutes  s funny charming s ,0
6448,gentle comic treatment adolescent sturm und drang fans chris fuhrman s posthumously published cult novel ,3
6449,holofcener rejects patent solutions dramatize life s messiness inside  strange quirks ,4
6450, rogers s mouth stops shut war sexes win battle ,3
6451,grabs dark shakes vigorously duration ,3
6452,cloying  voicesfromtheotherside  hell ,1
6453, s  wo nt talking  ex theater ,3
6454,children adults enamored things pokemon wo nt disappointed ,3
6455, s hero bore innocence soon questionable kind inexcusable dumb innocence ,1
6456,bogdanich unashamedly proserbian makes ltle attempt voice ,1
6457,extraordinary dramatic experience ,4
6458,s great performance reminder dickens  grandeur ,4
6459,looks   essentially ,1
6460,slap  s funny ,1
6461,dance  flaws  fulfills facet mission making want  case  s true ,2
6462, plays slowly  characters intriguing realistic ,3
6463,  s considered approach subject matter calm thoughtful agprop  thinness characterizations makes failure straight drama  ,0
6464,laughs rare snake foo yung ,1
6465,nt   s symptom ,1
6466,ly weep   nt feel  sucker ,3
6467,opera takes place indoors  jacquot unsure evoke sort naturalism set ,2
6468,s tailor air pay cable offer modest amusements  ,1
6469,young hanks fisk  vaguely resemble celebry parents  bring fresh  looks ease camera work ,4
6470,legged freaks ,1
6471,fierce  glaring unforgettable ,3
6472,lan yu lacks sense dramatic urgency   makes pleasing verisimilude ,3
6473,wallace directs patronising reverence  turns stomach ,2
6474, hate ,0
6475,s drab ,1
6476,sort picture  characters soul searching  pictureperfect beach sunset ,1
