SentenceId,Phrase,Sentiment
6307,chance splendid actors turn larky chase movie emotionally satisfying exploration human need somebody  belong somebody ,4
6308, influential works  korean new wave  ,4
6309,best drug addition movies usually depressing rewarding ,2
6310,undoubtedly scariest movie tattoos ,3
6311,good thing  good thing  extreme ops s inane gave plenty time ponder thanksgiving todo list ,2
6312,characters act feelings remorse  cut repeatedly flashback original rape  overkill highest degree ,2
6313,george clooney  directorial effort  presents utterly ridiculous shaggy dog story creative  energetic original comedies hit screen years ,3
6314,alas  getting half ,0
6315,nt retooled genre piece  tale guy gun  amiably idiosyncratic work ,2
6316,s sweet ,3
6317,need film praises female selfsacrifice ,1
6318,prepared cling edge seat  tense suspense ,4
6319,somewhat backhanded compliment film makes viewer feel like movie s victimized audience members  happens movie s admirable quality,3
6320, work addictive guilty pleasure material overcomes questionable satirical ambivalence ,1
6321,deuces wild tweaked notch camp adventure  movies s bad starts good ,2
6322,engrossing iranian film itinerant teachers lost desolate people encounter place war savaged lives liberties poor dispossessed ,3
6323,tumult  question comes mind  boring ,1
6324,genes ,2
6325,scenes short unexpected ,2
6326,animation increasingly emphasizes cool  film takes stand favor tradition warmth ,3
6327,story smart entirely charming intent execution ,3
6328,rare film reallife basis  fact  interesting embellishment needed ,3
6329,powerful telling story examines forbidden love  racial tension  issues valid today 1950s ,4
6330,superb  huppert  magnificent ,4
6331,divine secrets yaya sisterhood suffers ploddingly melodramatic structure  comes life performances ,1
6332,devolves derivative  leaning badlyrendered cgi effects ,1
6333,summer overrun movies dominated cgi aliens super heroes  revigorates mind feature concentrates people  project script characters hold sway ,4
6334,unexpected thing dying  shower blackandwhite psychedelia  beautiful ,3
6335,bad movie ,0
6336,s movie ends truckzilla  cryin  loud ,1
6337,episode ii  attack clones technological exercise lacks juice delight ,1
6338,s 20 years 48 hrs ,2
6339,s entertaining  nt look hefty antiestablishment message essentially whipcrack buddy movie ends whimper ,2
6340,bright  inventive  thoroughly winning flight revisionist fancy ,3
6341,s art  s good yarn  sneeze days ,3
6342,closetosolid espionage thriller misfortune released decades late ,2
6343,s harmless  diverting fluff ,2
6344,s hoot watching rock chomp jumbo ants  pull arrow  leap unscathed raging ,4
6345,scherfig  writerdirector  film unabashedly hopeful actually makes heart soar ,4
6346,cinematic pratfalls given working ,2
6347,talk darned assured  absolutely idea main characters film way  s hard stop watching ,3
6348,miraculous movie  m going home slight  overflows wisdom emotion ,4
6349,wang xiaoshuai directs intricately structured wellrealized drama presents fascinating glimpse urban life class warfare embroils young men ,3
6350,nohe decent  intro  documentary  feels like spectator participant ,1
6351,thrillers send audiences talking specific scary scenes startling moments   frailty  leaves terrifying message real horror waiting home ,3
6352,pain  loneliness insecurity screenwriting process vividly painfully brought slovenly life selfdeprecating  biting witty feature written charlie kaufman twin brother  donald  directed spike jonze ,3
6353,imagine susan sontag falling love howard stern ,1
6354,sexy romantic ,4
6355,feeble tootsie knockoff ,1
6356,s supposed postfeminist breezy ends tedious chatter parrots raised oprah ,0
6357,blade ii brilliant director charismatic star  suffers rampant vampire devaluation ,2
6359,finds moviegoing pleasures tiny events person lived life halfasleep suddenly wake notice ,3
6360,releasing film word  dog  title january lends easy jokes insults  snow dogs deserves single ,1
6361,love scenes end screaming ,1
6362, moments  ultimately  curmudgeon nt cut placed list favorites ,2
6363,riveting performances incredibly flexible cast love joy behold ,4
6364,s undeniable enjoyment films crammed movie references  fun wears   s happening ,3
6365,punch seen prison bars  fights struggle man vs man brotherman vs man ,2
6366,personal velocity ought exploring women s inner lives  moves surfaces ,2
6367,work  love stories require emotional involvement support viewer ,2
6368,adams  scriptwriters  takes care characters  believable feel feel ,4
6369,film gets close chimps way goodall  minded patience  respect affection ,3
6370,gets good natured warning  future lizard endeavors need adhere closely laws laughter,1
6371, blade runner  ve looked like lowbudget series uhf channel ,1
6372,s film idea buried inside fabric  clearly seen felt ,1
6373,good film solid pedigree  specifically  camera ,3
6374,serving sara long way reaches level crudity latest austin powers extravaganza  s match movie s intermittent moments inspiration ,2
6375,simultaneously heartbreaking funny  kiss performances ,3
6376,story passes time s time absurd finale twisted metal  fireballs revenge ,1
6377,s tour force  written directed quietly s implosion explosion fear ,2
6378,brought life big screen ,3
6379,inexpressible drab wannabe looking exact niche ,1
6380,time surprise ending revealed  revived ,1
6381,film sparkles wisdom humor subjects ,4
6382, hokey piece nonsense tries hard emotional ,0
6383,wrong reasons ,1
6384,alas  s man makes clothes ,3
6385,janice  eileen walsh  engaging  wideeyed actress teeth little big mouth  infuses movie slender  glinting charm ,3
6386,quiet  adult stately contemporary movie year  true study  film questioning heart mind nt afraid admit nt answers ,3
6387,cinematically powerful quietly deeply moving  powerful ,2
6388,s memorable circuit s shot digital video  tiny camera enables shafer navigate spaces large  small  considerable aplomb ,3
6389,best garcia  perfectly portrays desperation insecure man ,4
6390,mr clooney  mr kaufman collaborators entitled deep bow fashioning engrossing entertainment surefire prescription critical commercial disaster ,3
6391,remarkably insightful look backstage angst standup comic ,4
6392,wewannour money  actually ,1
6393,mood  look tone film fit incredible storyline t,3
6394,ayurveda help return sane regimen eating  sleeping stressreducing contemplation  clearly good thing ,3
6395,gangster movie capacity surprise ,3
6396,deserving critical backlash ,1
6397,share arresting images ,2
6398,starts tart little lemon drop movie ends bitter pill ,1
6399,s lot tooth roger dodger ,3
6400,starting original story instead slapping extreme humor grossout gags old crap ,2
6401,certain distasteful children adults alike  crazy nights total misfire ,0
6402,director jay russell weighs capricious fairytale heavy sentiment lightweight meaning ,0
6403,mckay embarrassed invention tries rush intermediary passages  apparently hoping audience notice glaring triteness plot device service ,0
6404,ca nt shake feeling crossroads hourandahalflong commercial britney s latest album ,0
6405,mantra project  s kids  flick  ,1
6406,shocking ultimately worthwhile exploration motherhood desperate mothers ,4
6407,exhibits shallow sensationalism characteristic soap opera  salacious telenovela drama ,1
6408,charming slight tale warmth  wit interesting characters compassionately portrayed ,3
6409,shame stealing harvard busy getting way frustrating  boring  forgettable ,0
6410,ll feel like ate reeses peanut butter  ,1
6411,s oftencute film needs substance time judicious editing ,2
6412,latest installment horror film franchise apparently invulnerable trademark villain arrived incongruous summer playoff  demonstrating era intelligent  wellmade b movie long gone ,1
6413,movies d want watch week live ,0
6414,wasted like deniro s promising career grand long beach boardwalk ,1
6415,inuit masterpiece goosebumps uncanny tale love  communal discord  justice unfolds ,4
6416,movie appears running hypertime reverse truly funny bits apart ,1
6417,story bogus characters tissuethin ,0
6418,ponderous  plodding soap opera disguised feature film ,1
6419,casual moviegoers stumble rules expecting slice american pie hijinks starring kid dawson s creek  ll probably run screaming ,1
6420,nt allowed use word  new  title  s original character  siuation joke entire movie ,0
6421,totally overwrought  deeply biased  wholly designed feel guilty ignoring filmmakers clearly believe greatest musicians time ,0
6422,stunning film  oneofakind tour force ,4
6423,s wise powerful tale race culture forcefully told  superb performances ,4
6424,s entertaining movie  effects  boosted size downtown hotel  outer space ,3
6425,1950s scifi movies  signs tribute shyamalan s gifts  ll watching skies project ,3
6426,instead witty expose banality hypocrisy kidvid  ugly  meanspirited lashing adult s apparently forced kids watch barney videos ,1
6427,technical triumph extraordinary bore ,1
6428,s quaid anchors film effortless performance trademark grin  perfect ballplayer ,4
6429,making tragedy backdrop love story risks trivializing  chouraqui doubt intended film affirm love s power help people endure unimaginable horror ,3
6430,instead contriving climactic hero s death belovedmajor  characterwhoshall  remainnameless  invite genuine spontaneity film having evil aliens  laser guns actually hit ,1
6431,mel gibson fights good fight vietnam director randall wallace s flagwaving war flick core decency ,3
6432,barry convinces s dangerous  secretly unhinged guy easily killed president feel powerful ,4
6433,spiderman deliver  suspect deliver ,4
6434,farcical sour ,1
6435,s burns  visuals  characters punchy dialogue  plot  carry waydowntown ,3
6436,kapur s contradictory feelings material result movie works ,1
6437,problem  amazingly  screenplay ,1
6438,tom shadyac learned bit craft directing adams  lingers point slowest viewer grasps ,2
6439,isabelle huppert excels enigmatic mika anna mouglalis stunning new young talent chabrol s intense psychological mysteries ,4
6440,production values highest performances attractive memorable ,3
6441,nair s attention creates impeccable sense place  thurman lewis easily considered careerbest performances ,4
6442, way original  memorable  downtown saturday matinee brain candy  nt disappoint ,3
6443,completely awful iranian drama  fun grouchy ayatollah cold mosque ,0
6444,turns fanciful  grisly engagingly quixotic ,3
6445,revelatory truly edgy  merely crassly flamboyant comedically labored ,0
6446,s fatale  outside stylish surprises  s ok ,2
6447,film nearly terminal case cutes  s funny charming thinks ,0
6448,gentle comic treatment adolescent sturm und drang fans chris fuhrman s posthumously published cult novel ,3
6449,holofcener rejects patent solutions dramatize life s messiness inside  strange quirks ,4
6450, rogers s mouth stops shut war sexes win battle ,3
6451,grabs dark shakes vigorously duration ,3
6452,cloying  voicesfromtheotherside story hell ,1
6453, s way wo nt talking film exit theater ,3
6454,children adults enamored things pokemon wo nt disappointed ,3
6455,film s hero bore innocence soon questionable kind inexcusable dumb innocence ,1
6456,bogdanich unashamedly proserbian makes little attempt voice ,1
6457,extraordinary dramatic experience ,4
6458,s great performance reminder dickens  grandeur ,4
6459,looks good  essentially ,1
6460,slap  s funny ,1
6461,dance  flaws  fulfills facet mission making want  case  s true ,2
6462,story plays slowly  characters intriguing realistic ,3
6463, film s considered approach subject matter calm thoughtful agitprop  thinness characterizations makes failure straight drama  ,0
6464,laughs rare snake foo yung ,1
6465,nt movie  s symptom ,1
6466,likely weep  way nt feel like sucker ,3
6467,opera takes place indoors  jacquot unsure evoke sort naturalism set ,2
6468,films tailor air pay cable offer modest amusements watch ,1
6469,young hanks fisk  vaguely resemble celebrity parents  bring fresh good looks ease camera work ,4
6470,legged freaks ,1
6471,fierce  glaring unforgettable ,3
6472,lan yu lacks sense dramatic urgency  film makes pleasing verisimilitude ,3
6473,wallace directs patronising reverence  turns stomach ,2
6474, hate ,0
6475,s drab ,1
6476,sort picture  characters soul searching  pictureperfect beach sunset ,1
6477,psychologically savvy ,3
6478,best year selection ,4
6479,played ryan gosling  danny frighteningly fascinating contradiction ,3
6480, better described ghost story gone badly awry ,1
6481,asian neorealist treasure ,4
6482,achingly enthralling premise  film hindered uneven dialogue plot lapses ,1
6483,disappointingly  characters strange dysfunctional  tom included  skin  compensated large offthewall dialogue  visual playfulness outlandishness idea ,2
6484,scratch history  scratch music  scratch lesson scratching    passion ,4
6485,rumor angels nt slip  avalanches forced fuzziness ,0
6486,hokey  manipulative bland wonder bread dipped milk  absolute thing need hollywood  preaches ,1
6487, s pleasant ecological  prowildlife sentiments certainly welcome ,3
6488,dogtown  zboys evokes blithe rebel fantasy kind insouciance embedded sexy demise james dean ,3
6489,tony gayton s script nt nt seen  director dj caruso s grimy visual veneer kilmer s absorbing performance increase gravitational pull considerably ,2
6490,story redundancies  young actors  experienced  inexpressive ,1
6491,compared series spectacular belly flops screen  runteldat triumph ,3
6492, watching painful ,1
6493,taste  funny collegiate grossout comedy goes long way restoring luster national lampoon film franchise  long reduced directtovideo irrelevancy ,3
6494,s reason miss interview assassin,4
6495,knowing look female friendship  spiked raw urban humor ,3
6496,ve seen lrb remake rrb stomachturning way adam sandler s new movie rapes  pillages incinerates frank capra s classic ,0
6497,  thousand times  better ,1
6498,scene wreaks routine  film manages generate single threat suspense ,2
6499,nettelbeck  pleasing way metaphor ,3
6500,succeeds bullock grant share silver screen ,2
6501,s s elaborate dare fullblooded film ,2
6502,mike white s deft combination subject matter dark  funny humor  good girl  film worth watching ,4
6503,film s unhurried pace actually strengths ,3
6504,cutesy romantic tale twist ,3
6505,bizarre piece work  premise dialogue level kids  television plot threads morose teen pregnancy  rape suspected murder,1
6506,competent  unpretentious entertainment destined afterschool slot shopping mall theaters country ,3
6507,dutifully pulling heartstrings  directors dean deblois chris sanders valiantly punching mix ,3
6508,feels times like giant commercial universal studios  action takes place ,0
6509,s brilliant surfing photography bringing right inside massive waves lifts blue crush summer s pleasurable movies ,4
6510,scenes film anguished  bitter truthful ,3
6511,romance leads nt compelling believable ,1
6512,lyrical metaphor cultural personal selfdiscovery picaresque view littleremembered world ,3
6513,film ultimately unengaging ,0
6514,fluffy disposible ,1
6515,s  underlying old world sexism monday morning undercuts charm ,1
6516,material slight  movie better think ,3
6517,s like love movie b12 shot  cq shimmers ,4
6518,corpse count ultimately overrides little learn way vicarious redemption ,1
6519,opportunity clever  film goes right edge kills sense believability  left nosurprise series explosions violence banderas looks like s trying laugh bad,1
6520,criticism rises easy  cynical potshots morally bankrupt characters ,1
6521,s equally solipsistic tone  movie vitality justify notion creating screen adaptation evans  saga hollywood excess ,3
6522,little stylish exercise revisionism point  doubt true  serves moral knowing fable ,1
6523,regards reign awe ,4
6524, film public service  shedding light group extremely talented musicians unnoticed underappreciated music fans ,4
6525, adorably whimsical comedy deserves passing twinkle ,3
6526,innate theatrics provide thrills extreme emotions lose luster flattened onscreen ,0
6527,parents  hand  ahead plot times  nt clever innuendo fil,2
6528,s plot  maddeningly insistent repetitive piano score want scream ,1
6529,predictability bland comfort food appeals  film pleasant dish ,1
6530,exercise cynicism bit ugly shabby digital photography muddy sound ,0
6531,generic drama going exploitive array obligatory cheap thrills ,1
6532,strictly middle road ,2
6533,film undone anachronistic quick edits occasional jarring glimpses modern theater audience watching events unfold ,1
6534,kiddieoriented stinker bad caught gum stuck seat trying sneak theater,0
6535,filmmakers pushing jokes expense character things fall apart ,1
6536,twobit potboiler ,1
6537,gaping plot holes sink  sub   standard thriller drag audience enthusiasm crush depth ,0
6538,makes ,2
6539,s bizarre curiosity memorable mainly way fritters away potentially interesting subject matter banal script  unimpressive acting indifferent direction ,2
6540,powder blues sunsplashed whites tunis alluring backdrop sensuous spirited tale prim widow finds unlikely release bellydancing clubs ,3
6541,amazing film work convincing movies  end ll swear wet places feel sand creeping ,3
6542,insular world,2
6543,violent initiation rite audience  angelique  lrb opening rrb dance guarantees karmen s enthronement cinema s memorable women ,2
6544,jack nicholson makes man watchable tribute craft  legend ,4
6545,expect  assuming bar expectations nt raised sixthgrade height ,0
6546,brooding quality  ash wednesday suspenseful ultimately unpredictable  sterling ensemble cast ,3
6547,hollywood ending disappointing woody allen movie ,0
6548, great party ,3
6549,masochistic moviegoers need apply ,1
6550,caviezel embodies transformation character completely ,3
6551,rarely seen film willing champion fallibility human heart ,4
6552,entire film big excuse play lewd scene ,0
6553,leigh s daring denying hardscrabble lives people economic fringes margaret thatcher s ruinous legacy  insists importance moments people connect express love ,2
6554,lrb h rrb ad suffered bled hard ground ia drang  d want bit complex soldiers remembered ,1
6555,filmmakers wisely decided let crocodile hunter steve irwin best  fashion story ,3
6556,despite pyrotechnics  narc strictly book ,2
6557,s cute frissons discovery humor chaplin kidman nicely wound clock ticking  humming ,3
6558,simply eloquently articulates tangled feelings particular new yorkers deeply touched unprecedented tragedy ,4
6559,collapses meager weight ,1
6560,good girl film talent undeniable results underwhelming ,1
6561,start reading scripts signing dotted line ,1
6562,stirring  funny finally transporting reimagining beauty beast 1930s horror films,4
6563,abysmally pathetic,0
6564,best animated feature hit theaters beauty beast 11 years ago ,4
6565,farce parody comedy premise  nt comparison reality commentary knowledge films ,2
6566,s surprisingly decent  particularly tenth installment series ,3
6567,rubbo s humorously tendentious intervention whowroteshakespeare controversy ,3
6568,spain s greatest star wattage nt overcome tumult maudlin tragedy ,1
6569,real women curves nt offer easy answers ,2
6570,protagonist distinguishable condition hardly matters actory concoctions  defined childlike dimness handful quirks ,1
6571,replacing john carpenter s stylish tracking shots degraded  handheld blair witch videocam footage ,1
6572,response new sequel  analyze  hinge thought film ,2
6573,smarter commercials ,3
6574,missteps fascinating  riveting story send path mundane ,2
6575,s sad academy award winning actresses lrb academy award winning actor rrb succumb appearing junk s tv sitcom material best ,1
6576,  ,2
6577,film s centre precisely layered performance actor midseventies  michel piccoli ,2
6578,pegged groove new york dating comedy  issues  simplify ,2
6579,weird  arresting little ride ,3
6580,funny popcorn flick ,3
6581,watch movie  re interested care ,4
6582,shortstory quaint  touchingly mending child s pain dead mother communication old woman straight eudora welty ,3
6583,s difficult discern crazy work disturbed genius merely 90 minutes postadolescent electra rebellion ,2
6584,unremarkable  modern actioncomedy buddy movie nod nostalgia title ,2
6585,helmer hudlin tries hip comedy  dependence slapstick defeats possibility creating darkly edged tome ,1
6586,highly amused idea come point society deemed important film hired portray richard dawson ,4
6587,earnest  unsubtle hollywoodpredictable  green dragon deeply moving effort human face travail thousands vietnamese ,3
6588,average comingofage tale elevated wholesome twist pesky mother interfering son s discovery homosexuality ,2
6589,consider review lifeaffirming ,2
6590,film s heady far impenetrable theory suggests russians comfort closedoff nationalist reality ,2
6591,freundlich s lrb crudup rrb suburban architect  cipher ,2
6592,s poignant artist 90plus years taking effort share impressions life loss time art ,3
6593,stay credits devastating comic impersonation dustin hoffman revelatory ,4
6594,sentimental script problems  actors pick slack ,3
6595,opera film satisfactory ,1
6596,offended lack faith audience display ,1
6597,humor spy anemic ,1
6598,fairly harmless ultimately lifeless featurelength afterschool special ,1
6599,tell immediately welcome collinwood nt going jell ,1
6600,grownup quibbles point ,2
6601,purportedly study modern alienation  s little particularly slanted  gay sm fantasy  enervating deadeningly drawnout ,1
6602,piece mildly entertaining  inoffensive fluff drifts aimlessly 90 minutes lodging cracks evergrowing category  unembarrassing unmemorable ,1
6603,vision awkward age sex threatens overwhelm acute squirm recognition ,2
6604,remarkable intelligence intensity ,4
6605,opportunity missed ,1
6606,s sobering  particularly thinks conflict resolved easily  soon ,2
6607,ub equally spoofs celebrates outre aspects  black culture  dorkier aspects  white culture   points inseparable ,3
6608,excels  unlike hollywood movies ilk  offers hope ,3
6609,amazing supersized dosage goofball stunts  jackass  fan want ,4
6610,director s cut  adds 51 minutes  takes great film turns mundane soap opera ,1
6611,consummate actor barry excellent work ,4
6612,majidi s direction smoother confident ,4
6613,trapped presents frightening compelling   ,3
6614,actors stand  s problem film  characterization matters atmosphere ,2
6615,entered bizarre realm director adrian lyne holds sway  relationships simultaneously broadly metaphorical  oddly abstract  excruciatingly literal ,2
6616,et works flabbergasting principals  14yearold robert macnaughton  6yearold drew barrymore 10yearold henry thomas  convince existence wise  wizened visitor faraway planet ,4
6617,film quiet power ,3
6618,changing lanes anomaly hollywood movie  s wellwritten occasionally challenging social drama actually interesting ,4
6619,list  credit  resumes future  ll funnier film ,1
6620,enthralling  entertaining feature ,4
6621,film bitter sweet  romantic comedic  warm fuzzy ,3
6622,painfully padded ,1
6623,s worth taking kids ,4
6624,m sure half dragonfly worse  s happening  s happening  s stupid ,0
6625,movie strong message giving loved  s easy movie watch probably disturb ,2
6626,characters sketches  leaves true emotional connection identification frustratingly reach ,0
6627,drug abuse  infidelity death nt usually comedy fare  turpin s film allows chuckle angst ,3
6628,muddled  melodramatic paranormal romance alltime low kevin costner ,0
6629,rest film  dudsville ,0
6630,nt nt warned ,1
6631,s fitting movie artificial soulless country bears owes genesis animatronic display disneyland ,0
6632,forced air,2
6633,reeboir varies sweet smile angry bark  said attempts wear possible pupils repetition ,2
6634,strictly  guy s film  worst sense expression ,1
6635,reno credit movie s success ,3
6636,growing believes family look like  addams family  looking   big fat greek wedding  comes heart ,3
6637,amalgam fugitive  blade runner  total recall  energy tension ,2
6638,portrait alienation perfect  certainly succeed alienating viewers ,1
6639,dong shows intolerance power deform families  tear apart ,2
6640,boasting poorly staged lit action memory  impostor close imitation movie ,1
6641,film  possible exception elizabeth hurley s breasts  authentic ,0
6642, passable shootout ok court house life type flick ,2
6643,highly spirited  imaginative kid s movie broaches neoaugustinian theology  god stuck heaven s afraid bestknown creation ,4
6644,charm kevin kline story puts oldfashioned values microscope  s creepy movie ,3
6645,mckay shows crushingly little curiosity  illequipped examine  interior lives characters film  incorporate narrative ,0
6646,s like rocky bullwinkle speed  s completely enlightening  catch intensity movie s strangeness ,1
6647,nt think movie loves women ,1
6648,willing  crazy ,1
6649,bodiceripper intellectuals ,3
6650,master disguise funny   ha ha  funny   dead circus performer  funny ,2
6651,jaglomized cannes film festival  annual riviera spree flesh  buzz  blab money ,1
6652,testament divine calling education demonstration painstaking process imparting knowledge ,3
6653,plays like long  meandering sketch inspired works john waters todd solondz  fully developed story ,1
6654,unholy mess  driven pathetic idea shoot crummylooking videotape  labelled  hip    innovative   realistic  ,0
6655,wo nt placed pantheon best swashbucklers lot fun world s best actors  daniel auteuil  whale good time ,4
6656,video work grainy rough  dependent  naturalistic  carefully lit set  s exhausting watch ,2
6657,cold  pretentious  thoroughly dislikable study sociopathy ,1
6658,puts refreshing comical spin alltoofamiliar saga contemporary single woman ,3
6659,cast topnotch predict plenty female audience members drooling michael idemoto michael ,4
6660,romance ,2
6661,vanity projects renowned filmmaker attempts talent surrounding untalented people ,2
6662,biggest problem lrb sluggish pace rrb esther blossom actress  talent supposed growing ,1
6663,marks septuagenarian  s crusty treatment clever gimmick ,2
6664,problems people love time money hardly specific era ,2
6665, fuses events life imagery paintings vividly artist s work striking new significance sees film ,4
6666,s good film  falls short aspiration true  epic  ,2
6667,simply  joy watch  especially  listen ,4
6668,actor s showcase  hart s war recommend  topbilled willis impressive player ,3
6669,s bad ,2
6670,crap continues ,0
6671,lost translation  routine hollywood frightfest slack execution italicizes absurdity premise ,1
6672,casting movie went  read  seeking acting ambition sense pride shame  ,1
6674,fans assuredly funny bones tickled  humorseeking dollars best spent ,1
6675,movie completely lacking suspense  surprise consistent emotional conviction ,0
6676,wickedly funny  visually engrossing  boring  movie challenges think ways consume pop culture ,4
6677,piano teacher  like title character  repellantly control ,1
6678,directorchef gabriele muccino keeps fast  zippy  comin  ya  fearing film molto superficiale ,2
6679,veers uncomfortably close proserb propaganda ,2
6680,s makes better travelogue movie ,1
6681,bravo history rewritten  uncompromising knowledge highest power power love ,3
6682,s built faulty premise  follows melodrama silliness ,1
6683,stuff disney movies ,3
6684,like quirky  slightly strange french films  ,3
6685,rarest kinds films  familyoriented nondisney film actually funny hitting belt ,3
6686,horrible ,0
6687,strong act absolutely  inescapably gorgeous  skyscrapertrapeze motion amazing spiderman ,4
6688,moves odd plot directions descends messagemongering moralism good qualities obscured ,1
6689,energetic  violent movie momentum lets ,3
6690,allows cast members creative contributions story dialogue ,3
6691,undoubtedly play european markets  mr besson brand  asia  ms shu institution  american audiences probably familiar insufficiently cathartic ,1
6692,simultaneously heartbreakingly beautiful exquisitely sad ,2
6693,exclamation point bit glee ll dreary mess ,0
6694,verbally flatfooted emotionally predictable bland plays like standard madefortv movie ,2
6695,wow  jump cut ,2
6696,way seeping consciousness  lingering questions film getting ,3
6697,apparently writerdirector attal thought need cast moviestar wife sitting drawers justify film ,2
6698,jumbled fantasy comedy figure coherent game plan scripting  shooting postproduction stages ,1
6699,scaryfunny tremors dementedfunny starship troopers  movie nt tough long ve paid matinee price ,1
6700,lrb barry rrb gives assassin disquieting authority ,3
6701,shakespeare s eloquent language  update dreary sluggish ,0
6702,wo nt hold long haul  moment  finch s tale provides forgettable pleasures saturday matinee ,3
6703,s type stunt academy loves  powerful political message stuffed mediocre film ,2
6704,movie s charm lies utter cuteness stuart margolo ,3
6705,garcia jagger turn perfectly executed wonderfully sympathetic characters  alternately touching funny ,3
6706,watching junk like induces kind abstract guilt  paying dues good books unread  fine music heard ,1
6707,film turn people opera  general  art form visceral spiritual  wonderfully vulgar sublimely lofty  emotionally grand life ,4
6708,payne created beautiful canvas  nicholson proves s best brush business ,4
6709,nt fascination swinging ,1
6710,insomnia loses points surrenders formulaic bangbang  shootemup scene conclusion ,1
6711,affleck merely creates outline role needs grow  role ford effortlessly filled authority ,2
6712,reign disadvantage looking cheap ,0
6713,s retelling alexandre dumas  classic ,2
6714,shocking thing sorority boys s actually watchable ,3
6715,fantastically vital movie manages invest real humor  sensuality  sympathy story adolescent boys ,4
6716,film nt manage hit marks  s entertaining watch target practice ,3
6717,film best appreciated willing endure extremely languorous rhythms  waiting happiness ultimately thoughtful having dramatic impact ,3
6718,unfocused  alloverthemap movie lot better pared plots characters dozens  subtler  sense humor ,1
6719,creaky staircase gothic ,2
6720, white oleander   movie  akin reader s digest condensed version source material ,1
6721,dreadfully earnest inversion concubine love triangle eschews previous film s historical panorama roiling pathos bugeyed mugging gayniche condescension ,1
6722,direction  george hickenlooper  snap  wiseacre crackle hardbitten cynicism ,1
6723,beautifully directed convincingly acted ,3
6724,movie lumbering load hokum  s watchable ,1
6725,cherish nt completely survive tonal transformation dark comedy suspense thriller  s got charm appealing character quirks forgive problem ,3
6726,churlish begrudge receiving consolation dragonfly  impossible film appalling  shamelessly manipulative contrived  totally lacking conviction ,0
6727,s afghan tragedies noble warlord consigned dustbin history ,1
6728,hawke s film  boring  pretentious waste nearly hours  nt tell chelsea hotel today populated whiny  pathetic  starving untalented artistes ,1
6729,romanticcomedy asks question souvlaki indigestion sets ,1
6730,a  ,2
6731,jaeeun jeong s care cat brings beguiling freshness comingofage story buoyant  expressive flow images emerges key contribution flowering south korean cinema ,3
6732,depicts sorriest sordid human behavior screen  laughs clever s ,0
6733,wow ,3
6734,think ve figured late marriage  throws loop ,3
6735,fantasized space travel ca nt afford  20 million ticket ride russian rocket catch imax offering ,3
6736,thing laughed people paid ,1
6737,engrossing  characteristically complex tom clancy thriller shifty manner addresses current terrorism anxieties sidesteps time ,2
6738,suffocating rapepayback horror hinges subgenre s enabling victim  ebullient affection industrialmodel meat freezers ,3
6739, bowling columbine   michael moore gives perfect starting point national conversation guns  violence  fear ,4
6740,script feels started explore obvious voyeuristic potential  hypertime  backed producers saw grosses spy kids ,2
6741,says ,2
6742,fails satisfactorily exploit gender politics  genre thrills inherent humor ,1
6743,pace visuals hyped curious sense menace informs ,2
6744,m giving thumbs endlessly repetitive scenes embarrassment ,1
6745,shows holmes screen presence majorleague leading lady  lrb rrb movie underachiever  psychological mystery takes sweet time building climax s scarcely surprise time arrives ,1
6746,time literally stops dime triessohardtobecool  clockstoppers   nt mean wo nt feel like longest 90 minutes moviegoing life ,0
6747,collateral damage offers formula payback big payoff  explosions tend simply hit marks  pyrocorrectly ,2
6748,k19  widowmaker great yarn ,3
6749,s funny  old saying goes  s true ,3
6750,sexy  surprising romance  idemoto kim gorgeous pair  scenes brim sexual possibility emotional danger ,4
6751,psychic journey deep fabric iranian  life ,3
6752, inevitable hollywood remake flattens odd  intriguing wrinkles ,2
6753,distinctly minor effort seen better advantage cable  especially considering barely featurelength running time hour ,1
6754,rosenthal lrb halloween ii rrb forgotten knew generating suspense ,1
6755,acting fine script interesting recording conversations walmart checkout line ,1
6756,fresh raw like blownout vein  narc takes walkingdead  copflick subgenre beats new life ,4
6757,icet sticks mug window couple s bmw begins haranguing wife bad stage dialogue  credibility flies window ,0
6758,s question epps scores twice  s telling funniest moment comes falls feet head ,2
6759,earsplitting exercise formula crashandbash action ,1
6760,strangely stirring experience finds warmth coldest environment makes crumb emotional comfort feel like 10course banquet ,4
6761,feels dimming certain ambition  place sweetness  clarity emotional openness recalls classics early italian neorealism ,3
6762,grey zone gives voice story needs heard sea holocaust movies  film suffers difficulties ,2
6763,s leaden predictable  laughs lacking ,1
6764,fincher takes apparent joy making movies  gives audience ,1
6765,want train wreck ca nt look away  look  ,2
6766,like title character  esther kahn unusual unfortunately irritating ,1
6767,message reflections  intentional  art grows vacuum  artists exist ,2
6768,viveka seldahl sven wollter touch core film forget  forget ,4
6769,solondz doubt artist uncompromising vision  vision beginning feel  morally bankrupt  terribly monotonous ,1
6770, black austin powers  ,2
6771,burst color  music  dance practiced curmudgeon fail crack smile ,4
6772,demme gets lot flavor spice charade remake  ca nt disguise s spiffing leftovers nt substantial fresh ,1
6773,nicolas cage nt actor lead group talented friends astray  movie wo nt create ruffle erratic career ,1
6774,stale,0
6775,moving vibrant ,4
6776,penetrating  potent exploration sanctimony  selfawareness  selfhatred selfdetermination ,3
6777, sum  jack ryan s  doover  ,2
